GUID;ExtrusionX (mm)
1PUzT99BTEtvfCVCVauYYn;3930.0
2R2Q0magj7rQRR8Ciij06P;4974.0
1XmC6pYKX6CPmPP5JzLUG5;4790.0
1GgDJXJJP5r9EGPMMhEf2m;5338.0
328eGxGpXBoP$ZbZ44fDPB;4213.0
25QMSRNKH8IetkABSI8iEQ;4177.0
1Xv7yGANj249MzXL9NCXnW;-14374.0
1Cm_EELnTEvOlRz012oO9H;-14374.0
2UFrd_rbD6UR$Izjr$J7ng;-14374.0
3V1DmWd7599g1uB5j0BEv$;-7495.0
1hKaMeOfr4tRwkod532$Mt;-7495.0
04v$lCxcv1oeetO_rlld$0;-7495.0
2r9A6vVcX2wxj2CpuJJZlU;-13125.0
3ad0bVwMb4kAh2zoZH2rC8;-13125.0
1qVxudrFfEJezXa3avMf$W;-13125.0
0AFLrQXr1EBfIwvSJ7ez42;-13125.0
1Abqc9fQLC6B5$EYs_sVuC;4138.0
00r$1VQD95VP8DT5R_bAo9;-5425.0
2DlNPjmGrEa8f13g9whQhf;-3930.0
0nU_Oq4rn2R8SQAIncjqXI;3930.0
2PdHVNmtX6gugKXzMuXsOd;3930.0
2$NbrI38z4yuHRlkFPwcM8;-3930.0
2cHu9Ic9n0SA8QiOhYhd$D;-3930.0
1tOWB1Cb94F8iF19c9EUEA;-37174.0
0u2d$gzgP5s9dEbu2ULh2l;-37174.0
044Xf2KefC8PbHxt4LotAG;-6844.0
23AY1F9iPAYBicy9TEgeHV;-6844.0
1YnvzHWC9109RZ0a4gm7g3;-6844.0
1P1zI$kg53xe4GTYf7QnN6;-6844.0
31z9Daphf7eB7q5O474lWB;-19013.0
1QRRv45Df5OxNI7ZDXdOzt;-7051.0
0S9EZpSJ90vx7uTs7SFDzx;6187.0
1lBwHXznH9KP$k$o0WZJxN;4160.0
1nPWTW_bX24gVRMMPq78gH;4160.0
0e_D6g$M54pQ1M6YqmV1pw;4160.0
1AXUSqYD19KAe9hIRuCtDL;-3930.0
0M0yUwsL53celddnq1gfcq;-3930.0
3zG7B7kjb8ch76sz$hyw$j;-7076.0
22UFi5PxbB_uFM4PM4wCOR;4060.0
1B3hAasZzDmRBo$LOX3NDZ;4187.0
3Kxrav29rAluI5i7nooEUR;-7104.0
0_CgNzpXX38uOQcJ5QEjnU;-30063.0
29C10qqtvCFg05_BAlkg_C;-30063.0
2FE2M_VJPCKglh$_Izu8J_;-6384.0
24MgDiIELB$QRMNeLvzlz$;-5653.0
3vUmq2ImD6yhaJ6VTs09MV;4149.0
1oaAFpzPn3cw5v5B7GAwWd;5090.0
1Z97JyfvHFsuOCv9hN2P0o;-4068.0
2CSaYMX4D97gZiO_rmq$PW;4160.0
3BfBlobKj1NxnVOhOXTRiH;4150.0
33eWJWXAX9PwBPVVwQkaq_;5518.0
0UiGxD$Xj3aOx6jM9Ovkq4;5293.0
1bRf90Yy18whHwE9Ia$Yg$;-4058.0
2kmV_KUD562BtqCc6vgc2i;4616.0
3Rrny5Ed5C_ud5akvmbvwm;4493.0
0bs$6mkXr1bf_hJ0DzZjuo;6582.0
3IyaU5HNz1kfZrRXe1bevS;5638.0
30W3bMovPC8OO432_kNJO9;-7900.0
0Cl4UuZs5Fz9Bc$KKmw1nt;7900.0
22wKv4we99UBh7A7Og2tuq;6925.0
2lLwF7kAT6lvojVLXBzryl;-6276.0
0sLDnRetf3kxlkwaHY9mI8;-6276.0
3QYubaKR50PAjMAmMvzYOS;-3784.0
07rp62UT94dxhEfo_3f7Ox;4974.0
0jkNLARuv3uhoq0ml7PrKx;3930.0
2H2OcLtujAteEsWYpaS_Bb;3930.0
0ci52xXxX7NxvVd6qJDJc5;-3930.0
3BwDnsl1H8HfuXnRG79vgK;3930.0
2oCjx3FjT6eA2TC9qfd1AR;3930.0
2GO6FTkyr3XxdvltgXAOFm;-3930.0
2aQO0MiczELQGV$tv72qFt;-4160.0
03hyx4Epj8dfeq5k2ZBg4_;3930.0
1SgjJ_I094txtFcqajESMi;3930.0
2p6lVSaoD3vwPfx5NBR0nV;3930.0
2tTKqdyFn3mP68T8_BeyBn;7680.0
1y2kL$j$HEbfhjm_wBZdKj;-22898.0
2RUB8MYQH76h7jNKqyQAKs;-22568.0
3Q$dGn8PX0q8$U9EZKGsff;4974.0
3qGoIpmxL2au1_SHOj1pNi;-6275.0
2b8WdszAbARxmV3J4IxgTB;-6275.0
1hoGAsI4L0sf4y00r$K6DY;-7297.0
2wKQw6u6D8JxWf52EjMk4$;3840.0
37nCn4oAz1Lvmt6ilLoKt_;-4862.0
2GLJvKLZDERv_JEEgdJGbM;5270.0
3GpdrZQ5T3KAc_c$$WBMtK;-5280.0
2hZK1xZl15GfffRAMKLZxk;5280.0
29oX3XL892D9fI1v5qqnyf;7860.0
14ESYT6g578RhvgJEvAs9K;5272.0
2VdP7gPDP7NQGpZhXyzPYt;4696.0
1taMYi4X14wh2SxXvxrek4;5340.0
2UMBam3z99tPLRj0q2pTq9;5270.0
36NWCGTRPCmBbxV$JSHHiz;-5270.0
012Ho8X4r74QzhZ9Nrcqhn;-5464.0
2j8JYi67LB5RfFpoelKg$G;5995.0
2TWEPxv999u8$5D4uYkS2$;4304.0
3hvg1lEaL14wUt7ofKzpxP;4804.0
27gS7STtn8recgw0EDOyH2;4696.0
3ScymKMpLD39uVHDRD7Mm6;-3900.0
2J8tP9y7n9Px6ba9BG6Xon;6210.0
1hC$aEJtP7MR5zZTLF9mAI;6226.0
327hErTOr7FBzKkv4WiQkr;6045.0
1WpsDIrNrE7g_V16CCeElL;-12969.0
06ysHRZMn25RFmiyBYQ2P0;5788.0
2sdEJvZWTA7Q3ghA67IAkE;9943.0
1Xf8k6yzLFTPD4BLqXi9L2;-35913.0
139gBkUx5B2xRWCvUKEfyS;5520.0
1PWFzRgS1DVvFnOKOh3Lky;5520.0
1fbo9jNDHB6xOn99AH7kAR;-5265.0
1fjSIxb3L1ChhvPGG8KmU6;-35753.0
05UQnthBf1WuIoofdkpTqz;4716.0
3mmqGhlgz03BxJE3VKCB9U;3899.0
1KyKEoONvFvfqzZa3ClPGS;-7768.0
0Xa1mxY_9AxvFAStyr0t9v;-4875.0
0Dc4XamqL2eArV76LfP7Jb;-5996.0
2afvg3J31C_hCt5SYubnOU;-4280.0
1KXqqtPN96oPAYOUgKhztO;-4280.0
1QUztORqP09f5ry1_kXitL;-4280.0
39B6Zmv8b749u6RErhL4qk;4280.0
1MJUht1VrCo9uHb_dC_NVT;4070.0
2DC7oobu5FKAjts7I6A$En;4084.0
1EBljBvlnB2xqyuty4mfTd;-4554.0
0NLzmNRzb6L8oNnYbxJs0W;4936.0
240Yxq4vD8VQVHUgrXbxWi;-5132.0
1LRidEQV9EsxIBqeVM1DPN;5288.0
14k1Ws3U5EmRp8mL0pPLRp;5576.0
1B1dBcCtL1qQp3jNMCBtVp;-5224.0
3gxqgNB_T7p9I0Co_cfLLp;-5268.0
2ScPHzl4T7Xx5SQwG6A$Uj;6233.0
0rg91CJKj2$hsM6YgHI5mz;8933.0
15wHe8gX9B6gbrqP5JQNzQ;3980.0
2a6OzXoYj1wRz9sq_srZoN;-4120.0
2pZX28jTf7MfCwOQPKJhoW;3930.0
01oortvVPEYA55hwE0UkIX;-4638.0
0qAVA6ZJL6WuAtZsuP0kbY;6710.0
0suWq1Dwf1FRk3CQny03Hi;-4959.0
0ELZXu8Rr5wgzw$1l4Yab$;4133.0
3fsCCNGpzB99fE4bfNKW8u;4716.0
3AsaRr8mfBmv45JX$vKgos;-7389.0
0rEvtexoHEiAURni3PxzHm;-4150.0
0oIU90cor62uTztHlrt8zi;5910.0
1Se8goDy96lPoc5dMgqDdJ;5700.0
3in7dSHnTCUf5AwRpzJ74C;-6095.0
3r$utG6Sb5ivqbJTXhBO9E;-3866.0
1gELakYtTAtgo3aVHwuVVP;4552.0
2KGiS17YL4ie4sWM6V9ESa;-4134.0
3_gGQmHzf3Wu082K$WMAlQ;-5272.0
3K6OeqxLb7_QJk6ydrw62G;4854.0
28cZtw2Sb92QzaHdJBOxr2;-5630.0
2w$mhnAk93Uwa4ussT6$u9;-5810.0
2cUTozuBf1iupi$JIDKbuF;6710.0
3gPo7V1BDD8PnKqUfZ$2e3;4976.0
0qeEDKFTn1UxtusCGG9XQZ;-3798.0
0CskARtB16kgeaQ5nr9Xl2;3900.0
1I0c2jtS54kPBuqAewcU_L;4651.0
2sqxukVM96Ovu95MD9qs0k;3965.0
22Bw8skHzCLQwuf3Tf6wQB;4680.0
2MBszLjiD7$xs9xpH6_IfT;4842.0
39QD6rLQ12lBfjemX$Pq9I;-4072.0
0TMGELYb10DfHP5veKoLxK;5078.0
3$2bp0xHb5FusbpuxOkTnh;-3860.0
3vhkiqzlX7yOPyrfUU$qZN;5280.0
1StkmixBD8SxoiqaVD1$1K;6210.0
3iymjN0P1FKBROE_0t$Ljt;5226.0
1YAE2Oo690Mg6YVDQH6oFO;4560.0
3$YAA1t_v7MgIwNlg5OVdt;-4837.0
3ljHA49WT3$Pj5$oa6uOpZ;-4997.0
0GwwpG8Dn9LgOXF$2bjpyC;6156.0
2$Ai$y5kv7FQca1T6s1YPD;3923.0
3yoxym$urBQR8QGe08Coik;5416.0
0I2d8pb3rA29zcJ$Dos0xv;4854.0
3uALSQJa906hM$OxgjzpYB;-30063.0
1XSMDUjZf23uqrbl_tjL4z;-4150.0
0p8LR$QqnEgephBe5z2MOu;-3921.0
3Y4kTYVbbCCxB9hAufVK28;4596.0
07fyjEgxX2FgIlA$3i$YMU;6867.0
0CXQxki5rCDQstmmy_6v$t;7853.0
2NkfjTSWDA8QpjjhevH9kJ;8184.0
0$xoeUvhT7JAJS6ofyVUIl;4301.0
0DDr8dIa5Bo9XVjDm98DhM;-4150.0
2pTcvP3uH23vfe4rVzPYSQ;15680.0
3BEP7nefn0_QTwrCQP0Yzr;-3784.0
3CHULiA8vE7P7zSVguWzDL;-3846.0
2Q3xc70Mf9g8Pk13YqfC6V;-4408.0
1x_8FmSZfFkQOvIC_HZCJt;7276.0
2cQlHR6t1EgPDhgl51kjdp;5318.0
258ZGFwg9BF9fAn4hnNuUw;-10681.0
2YS7Qqjqv25vDiiyjSg2B_;4852.0
3Ho2E1vyD1NRmYUNxvEb_6;5967.0
3v_a4X8dr9pRYGn$khVu2F;7527.0
1aQFPbtFDFuRm25bws_EGc;3980.0
3_XCWK5FH1EvmQRIUGHzLX;4188.0
2zSxVKVSH0VeMbkWqsy_2P;4150.0
18lz_5cg5CovgBVDC5utSV;-35913.0
3O94N4mdXFmRBesyLZX8AN;-35753.0
0TfyttdN93tgyJnDXkUGBm;3980.0
357ynZGTz7pvLFoV8YBvad;-35913.0
37ZR8Y_MLFcgqhVbMexjSN;4067.0
3x0y3vs5zAV9GLOVp675yY;-5062.0
0sBUQfcMn6m9lLmz4xnnD1;4012.0
05wKNZfur8uBFHjX$275j2;-3785.0
2LiQUsePj8HRZLxVlJR$MU;4154.0
2_uVl3FOz0egEJIijEsJOA;4070.0
2TBCXAeVX4HRE_P_QCwGAj;4134.0
2pmNSBCqz5qRRqJNgqSsr0;3896.0
0ibTBsaLv7kQAAE7uhyFLP;-3896.0
0e7pJSxPf5tRPKnAya625i;-30362.0
3FtuEngoP5UB4rYuJhCYDG;3980.0
144gCmD0v6PQuEEdlHbbUL;-3882.0
0TYekhILLFFuqj4HEXI7r6;3980.0
1hzbdnqQr3_P04ydWnFaBv;3980.0
31umQcsMP53utbW04MIZw8;3980.0
2xwFAHCn54pPc7crj2cKAY;7767.0
3cBwISZXH3JOy$SFNaxkFy;7680.0
3PUv9gjzDEFP7X69UohXFg;7853.0
0wtYB69ur1buzB8HzMkUw6;4748.0
0lCnJ4Aur6rgl0fYfkyReY;4097.0
0E0nfDGOX43wD$e1sTdVHI;-3980.0
3J5dw2OZj1Xv5ItfiNEm4R;3922.0
0SmHPHZ3L76PHkGdHQbMe8;6710.0
324hLb_UTB4w496Djd0Hoa;-35753.0
3PATywRer3_vJm8rSKds1r;-7422.0
0pXbnC_JLBGvduAgJuh2fq;-16526.0
1O6NKua_HF6wB1KhAcm3lF;-12906.0
059eJ2zNLFTAZAYQtpydho;-16526.0
2PAxKMCiD4eeZtX6m0CrB4;-7325.0
3iqgNkQjv2i8yMGlNMV_jH;-7361.0
0Adiobli56JOcEw87OlM5U;-12960.0
2_JtRcDXHA9fkUx1aUjOXh;-35753.0
2GA5pck4jE5AUWyDVHH9dj;-35753.0
2JmHnERzvEXQLeeBzTjRNK;-35753.0
0AnyAr_s17Mwh6D38ywnBJ;-35753.0
1cGbP1Wdz4Kv5OPS$VyaAe;-35753.0
2FLtvTdbXDROAV3iwj2TTP;-30063.0
11Z0k_CBX7Suj5PA5ekzvh;-12798.0
1UPh5f4Dj0E96VYN9kU5I8;-7577.0
0u4i2HR5DFO9nR1c3ZLTE7;-7389.0
3oE0qi7PLB5g$EXULJn_Qo;-35753.0
0nMm01AND5UOKN4wUWvpoI;6213.0
2cdhqQ2zrAngLP6LAGpUwk;-35753.0
0Uf3UYjsr5Dw5lCNsP30NC;-35913.0
3xm5VQ9YrE0QMf_0bd5NSz;-30362.0
1PcG7lKlz6EvIyoS75GAgu;-35913.0
24AXlYfUj91BsFDHqEnZcd;-30362.0
0QLfIAO5jCYOlBXPtPXbMG;-35913.0
1CtrOVFkL7nPYlVE4qMweQ;5212.0
2ltoe_Qgr2ROdnI3rvz2qB;5222.0
3Mgs$3eGzDwPadgevFaM5i;-18634.0
3AF$$p5Wz6t8jSxOW0XOzN;-18635.0
1Sc2nhayfBW9OHKB9AlNnO;6803.0
2JcW7bmRf0JgacBCywxBJL;6710.0
24UrWSgpXClfaqElWT2ZNw;3895.0
1yJTGBMb96pRBOhe0oZB8q;4852.0
13QWGgam97qRNSmWYNYAiZ;5752.0
3r0rmAcYH1b87wIc3qWwmt;4930.0
1K$UMxBFb5QORvSOE3ZrOB;-5273.0
3os4P1vLr1UfwsNwycRso7;5067.0
0StkAaoqf3ruoYj8bQLpfW;-4737.0
2CJfW9lYvAmuPQJWqvqmOx;4532.0
1fhM0EIOL2G9zdKoeNw3p4;8335.0
29bF9e9of3KfqxYOEKpKa8;11259.0
2A4IoYUKn7FgjRxG64bBkK;15704.0
3KynsZHNvCuviXibX2mI3j;-5770.0
0LRKW9v31DIeoEkt_csgmV;7118.0
25nLV2J6DCzQeD4VETvgLf;7276.0
0f6C$ojS14N9_gBC1E0MNO;-3852.0
0MkfT1bgz95hXxSBtWeNyK;-5157.0
04gJJaYwL9hPnN$1NM$zGM;6710.0
0NnYznkujBgeplO2b$uyTr;6008.0
2IVUsbMhHDBA_4CqUtnzfP;6803.0
0l1EHQFRHF$fz0KITs7jPb;5518.0
0Ps$u0CSr0EgY$6r4zizpq;4716.0
2eWtuiGPXDJ8f39U2vnByz;4980.0
3ft93$noTCZxo$MU1Wcle8;5338.0
0kqndm_ybA6R0URUgd7CEs;15680.0
31MhmHqA5FlhI2ZHTZWSMM;4552.0
1jXAuahoHDKv5DLANyi4TB;6008.0
3R5ChDlhz4bh4wGK_IsGmw;5271.0
3_Nl_ZOpD51wox_PnJyn_9;-6038.0
3PKUVBt5n5gB5Se8V$2Cf6;6203.0
3SwRcV$fX8bxS80zltQs2v;-5157.0
3f80sSpbjECxIuSuewVDb$;7266.0
0ETDeq2uX8Ngg5$4cYc0Cq;-3853.0
0d_WlWxOHEt8lLUgbndwtZ;4552.0
1YpSvnkmH8hgi7NyjpnbC_;3930.0
0hS$4Qa3v9Ngdc3L$1DcSB;-5992.0
0TFAN5ikzAR8tNH9QKqW1I;-5992.0
13uVBWnc59JP4GXV4gsOT9;5447.0
0dYG97dQL2rBvq7tw6mRc4;-6283.0
2dQBPxG4n3Off3stvINtA$;6812.0
0nAifhBOXBGwEy1q77d$JD;5836.0
0PPPG2oSb7cRcDL_qmPfk7;5280.0
1iiD6yyy5EEvU0n5K6f4ui;3930.0
0TPczWpir3B8csysxjZQNd;4065.0
3W$8GB$YX8TO1rmDLX9y0K;-6145.0
1GLeC75wHD$fRrvrBOR7gO;4852.0
14aeUlA3D6JRXoNPN8Xshh;6384.0
3uovC8dO53gQoBSEtfXtyQ;5160.0
27nbZgXFfAfuq$UoS4LNII;6246.0
3hbrHaFdf7ke7eXkYCtUaZ;-4038.0
2CRmBJ0Bf4zhCcOeIoQnay;5187.0
0$$rgEBdbFs8oZOrDis2dU;-3955.0
3vKLCBDGL3XwRGfZtpdOw3;6462.0
3subHbRQH0FPNNnDttXMYI;4616.0
3pBCemTP1A5BGg7h59QgV2;5638.0
3MUW1cjjrFyPOB75kjKbWT;5070.0
3jgnDF6fvCPRZiP6IeHX33;5638.0
18FUESbJ93W8BTuaDsVU1w;3930.0
0wIeHOXtv0hwRNtqyDchQb;8184.0
16dtwDCgD7Aeamn3EEeX8r;-4122.0
0gjpxPonLF3hd02fbQ1cO6;-3866.0
3vFPsLwVjBwB_uzJDl6BRz;4160.0
0WL4H6B8bAtwqvHptyV75n;4281.0
0zbjmIzoHCB9fVy23yT$rT;9943.0
3RuafEXIf8Zvc$U3gebe1d;5359.0
2wUKGY4B90p8kMpHzkxj61;3923.0
2oacunUIT9dg6fWDYNn_K7;3923.0
3HkgiTlLD2owdxCeAVR_5w;3930.0
102itbxjf27e46epDQHnh_;3930.0
0QiD16dyzCiQdwTt84Pn1B;6659.0
3yJVgT_APFkP9rXkrfSrgW;3930.0
2Xfgu6RePEdufCOrgh$2Co;3923.0
2zHcR$M0DDJOR4hcYcsOFd;5898.0
2rCNqe2_HCZRxlKjG6w1fD;3930.0
0fFfJSAQ12X9eBI_g1keRB;-3960.0
2jokm$zEP1OQim_T2uqk25;4160.0
1XKClQRpn4XBgRoQt83v$_;3878.0
2iKSWbrNv3l853o7onTPf$;-5038.0
0rzH7nv4fEaeHO4fW44_Md;6249.0
3a_g0lMkrF48fM4xB2rE1D;4160.0
3HmOY7u4TBSesfOxrvWh4P;-5628.0
1OXJh6plvB7BKXnZzOW0OX;3930.0
1f9pzM_FD7Ture_zlzkaOC;4306.0
3c7wc4VMv5NQIpOPYSicfF;-5548.0
18fNHh0eD8IxGbRQV9rkwq;-3922.0
0I9LsROwnAKAcM16$Voynb;-3890.0
0vrp7obqHAwBcjjEFhQvee;-5841.0
3TfJltCGrABeIist9nDD8E;-5741.0
2lkdBQqAL8Tggc3BHzPje9;5881.0
35KH5XIbT5Gv6kvE0nzlYT;5074.0
28TQjX$xf6VPn$WnzOemP0;4050.0
1MTbQtQ$zCOh2aFLrfHLX$;4498.0
3oSJAzW8XFnQCSWttZ4OuA;5638.0
3TegdQdNz1af_VLFskV6cE;6226.0
23XDao5L125fbLVj4Dn91a;4852.0
3tmsfyDhT3tPno7RROk_3Z;4160.0
3bbcfW_CX0sg2S1xeZDyVv;3866.0
1j2MtuxVD9JeidCAMyFKnb;4732.0
3z$U6G1JT5rh1PjRA2vcyQ;3930.0
28KekVRef0W9xEwBnEnL9q;3930.0
2luAkgm25EcQfhPhZgJSXW;3930.0
1fxOhxQUD9tQE$Rx_N5A1K;-3938.0
3tsDM5V$v2XQVCtuJNAPMz;-3884.0
1BtyE5PrjFmwKo7PNQ1yBo;4852.0
1oWAeaQy16fPqX3AGKWRTt;5436.0
3u862ZNIP9f8TF_8iRyKBX;-5270.0
1bZlNpbuj4UhRtBq6cGL90;7860.0
0NnHrgj1X9rAIQVHj9JLmN;4151.0
31bxzPVvT7$wtV0Lkq6uC9;-6714.0
3TWtHkaK90Jx9dBZ4s5ruM;-3860.0
2ox3LfEDn9zRiaKAyBA1zy;4152.0
3t1QUdnT98FPuLb$_VmTC6;-5806.0
29RPjxL9b1LO_$EJT2B7zE;4150.0
2Jqsbe7V92UgnfBYw2CBZp;4636.0
3MC00zFdb8Dg7KRRmnCLoZ;5280.0
1ppH9hfufDWQFOQ7hOZwwp;4160.0
2tc_c3NeT46uEDIeWd$XGH;-7104.0
3edEyqCLz8FhsJ6KY3dZu1;7788.0
1_aFc52YrDpOPk7zShQgT_;4065.0
2vCaU1_Dv1xO5sZpWJKMyJ;-6103.0
0JarYe_513xvBlK1WlOCDy;-5030.0
2Ks6jL_njEU9kf$Pa1xqrA;4493.0
35bh8HIgT1PedGQwzf8FT8;5836.0
0f8j2Ht2r9sxIgMo2Q6oiA;4304.0
1WDeDRyRL2ZhtghyqbEzJc;5273.0
3uvKMH7X99NBiWTCO9uPE1;4042.0
1jN48uTmb3YQoYkMRn5dfp;-6103.0
0nlNpLwCf268rRlgDk1QMn;-5709.0
1$VwNrxrXCE9mqVfooL1Fg;7917.0
2qdfveva14OwtOsJZBvxFt;4278.0
16GyD$cLb8sxMaGwDOr0dX;-4349.0
2YmQHCFG50jeDZkrFxvCWS;4656.0
0D6HTZ7MTAqfAMr6_iBkV6;4066.0
2pgz05sZHFHQPSLbeN18mg;7076.0
2NRL9MEML3VRJGwHmhn8Gr;3895.0
0nbw6_ij9EQwqNCH3pWW19;-6248.0
1F$vxmGi11yxmzVstfQwF5;3930.0
3I8mdxhUr59BTpZfsUjLYW;4122.0
03Qll3iMD8JPoyyBr$J8EW;6466.0
01I0zpLqT8tBzmBWgg5tne;4167.0
0DJ1IEVF12kOXFpbC3_7Xa;4923.0
0GVh2N6NLA$hPCynj5hX2z;4160.0
1l$4U6frzF8Re0vkCrpnoN;3831.0
3RYntIT0P4i86OA$XdqMCZ;4080.0
3XnAyUV7v7$OhldJQAFV7b;-5030.0
0Fkszws0X1wuSTTQeHeEAF;-4471.0
0P829bg8PCQxCNpFBuRI$5;4618.0
10edEpncj6XeZS09JZKkR$;4001.0
3bN$8VEUj0EujQTpaOHSUS;4155.0
173FXmI4nEThLjxeez7K_s;5638.0
1TD8woErL1qPwsy3SzPFs1;4188.0
3RuGG3fBXDDP94l7mVj8Wa;6247.0
0rEGCtBdDB58UMjmEGZrDj;4844.0
1Qiw2outv77uOyE$qCfuwh;-6926.0
1A8BQImxPF08Fqz7rzIbm$;6855.0
1oWUlsGpD8ceyHWva7ymcx;-4026.0
1ICBRdS8L3ZPKWx132YTpK;-4027.0
0tHaLpSpLCuvMFqYuLl5Ct;6384.0
1hzdPj5bX9_wXig_cwNNfy;7067.0
0aMxn15YPDWACpG9EHpcgj;6384.0
3jz0i9rVfECgf9HwJ55w$C;4843.0
1pf99q4Br5Kgbk_on4y14R;-4426.0
0AoYyWAdLCi9z_$7O1FpFv;4664.0
1u4NNl94v0GPlALcEu9N5S;-6675.0
1Ojo2cywPDjfx$RjLVcUgp;8312.0
3tQzesOhT7Ex3hfdDFSvT3;4156.0
0n$VL1Qzb4axG5mN$__qtn;4150.0
0YCa0dWWn9hxA4drNpjRx4;-3945.0
1lGnloSDX41R$W_d5UuMEC;5638.0
3teXUCeXr2DhdE2BqXGgyq;3892.0
1yVt$mmKnEP8G7DZw9KKEy;-4050.0
2dFB9lY0n9c88FLAM8G1nH;4146.0
3vNbYPkEfCuBqIUKIKEcBW;3952.0
1$rajlVWfCZ8vyKt2wZB0X;5272.0
0ZCv5tdX9CdQDJdTxaIB5B;-3910.0
2K$rBBhLL3d8DLzdUqoZoz;4494.0
0rCAhwNebA_BwAMIG1HuJL;-4854.0
3YwaqF8zb1ihJsPSQWsNJO;-5780.0
1oBIi$98v1bOb7nUe4aPGU;5126.0
1KSYzw1F580ueGDKR9LVha;7193.0
1HHCQnkFn79fNUhHGMij9J;5359.0
2j_19OQCzFd9ttyGvd0k15;7193.0
3b7KeypiH2TfK1lvxtFXoK;4188.0
1BIA0ljGXBUv4y1CH8CEYV;5054.0
3GbSjuvr58igcZPBiBm6b1;-4265.0
3UcC8Gxgb4pROMcXsetc6a;4278.0
3CDb9j2_D1JORl3PyomMEd;4288.0
0vUpBja5v4HRKJO_XnIDp0;3848.0
2ZHVKrEw16xBPLSxDFxwY1;6506.0
3sJVYsKvbFwRFUSNFb9dvz;4301.0
3Tn5jxPg9AJP1t_g436gib;5836.0
3ZsUtF00nDSvDobmSYZcfg;-7594.0
3E$TzjhMT8cg86DrOol8EU;5972.0
2zd1K1bw1AyemaEXmpYIWE;4616.0
1KLKY1Kn10yPeSCkKX1dLZ;7860.0
20vI2ZvbPEpOUQ9eDxcCg8;4680.0
3cJIdXHarDjPQvcfjaEBkm;3988.0
3m2wPdcKz1WvHjF3iHwhHi;5638.0
1R70y1W_jDxx2a7vEOrdmC;5095.0
1FrT0ld3n4fPMT84CW8bII;5284.0
1rZO5J1NHCiBdgTG0TzfMr;6802.0
3jBVicBhrBGOKZ8hkHfRdw;4890.0
1sklP_jpbEOg2WjBROOau_;3930.0
1zkdtkEh972g31vX5yqyoR;4098.0
1VWHCEPiDBOAs$eJEEocCV;4218.0
035TyG4ff1MhWps$9jL4oY;5054.0
1WUSL4H9XE9Q3CHHOXhKfd;3960.0
2VNXr5DyLCmxz8TK2$q_7t;6413.0
34dkKBAk17EP54$L2dLOq7;6462.0
2WOSd$5orALQKlkahVrIWc;5391.0
2jMECBz4X5jfPwRL$C8atq;5548.0
1rROfkO7j3auDSXznLd4oX;3938.0
0wicv$YBfCFfuUzxun8PNl;3930.0
3nRdWKToDBIPfCaIqQCB6A;4302.0
3O9eVSJmzC9eBY4qxfjJRe;4080.0
31f6UGryb95xBsbSv7o6Ku;4255.0
37CFbN59r4vvL83qdfZWfi;7276.0
1jdn4Zaab6QfuxRQCobQtq;4552.0
3LDuIoTuT8y9tDXRuP5O9R;3930.0
19zKakcqX2xBTO0aAhb5_2;4160.0
0kh1NOEzn18AqoYUYAgLoh;-4160.0
30jWYIByXCJufIiWEjs1Sm;6810.0
0lBURPLYj4_em7_l8aoa3P;3857.0
1RJo9v85zFpx53K$Tx66wZ;7698.0
0fG$S8yd92MeiFfgIvMhil;4587.0
1h10Ky4Qb1bgDQ0XoKKEhD;9116.0
1RMVbmGcnE9vNPZWXxmU3B;3930.0
1PZ$upQGLBwAiPLbbngFov;4160.0
1h9C3a2d17rgA6k9ztsJA9;4160.0
0Pm9CzA_rDEgvJxIk8z$m0;3930.0
2XDxArkhT7QQ2kD02qcEzW;3930.0
2X9F2udrj0wAAo_ZZeApkX;7193.0
27vP0DH2fD58u0VXzKi6dY;5052.0
3_Ql7LAb91IOxdeVnFzRk7;-8054.0
2sHMg13Yn8_8QIugY3WIb7;6436.0
0QtQ2Ozoz90uVIsuXfDJ$T;3866.0
3Z_HTPgDf1ARdpzwOnNYDJ;5280.0
0uPJ_Jk9LFnxFE8VmdbIHL;-7860.0
1VHnSd29D1XhRCLthy$Mum;5967.0
3G7eoebfr6uhvnV$l2wZJ9;5251.0
0C$Oxd9YrE1wWHMGY2bC4n;-6251.0
2Pev7uDm1BOOvQudl5vW2q;4709.0
13YJh_Cov1BQiFfLmSpFyf;4852.0
2eBddyLhXCKPdQCtE9yIz1;-4499.0
1l5uZ7oIf1Z9gKqFSGxoEF;4487.0
1p0EhCfQ52yxA7DSuAKQ76;-6231.0
0plZDScEn6yv910rAWUA_9;-3945.0
0QxAbyIxb9sQc5KoxBN1JR;3973.0
2VxrnZyvv5HQr1OqAjdRUX;5038.0
2SIVgc6b57BeURn8xFOiJ0;-4150.0
1GRpy4RWHCjRzrdlvO8DOy;6810.0
0QNWzBsPH0V8jqSiXevUdX;6223.0
1Zysiqr6PAYAO8dG9TQVLd;3930.0
2UhuFM3nzA2heqmZVawlKl;5540.0
00W1wcOL96uBgSd5FfXfrP;4150.0
3xja2EY416M8z9clLW5Ldc;6810.0
1b5TN5$y12Kub0YFxWNhHF;4302.0
1KOPLOAfz8uuG0q4VzNhrL;4532.0
33LWxCKTTEM8NpCK7WwoL8;4641.0
3gvRACaQ50RPrLfcyLvPQh;4852.0
0XUkUdbpP6Dg6uH6PWJMNe;4732.0
1voxIS5XH94ewhZeReQqZA;5089.0
