GUID;ExtrusionZ (mm)
0cdBPyqy5Fp9DKpwKQefN7;-4284.0
0vlY77IEX31RzSa52G44Hb;2942.0
0f87GKzJX0kQcYz0YfLAU$;3543.0
0fctJyn0H5hQHelIB1yaeK;-11270.0
1fhM0EIOL2G9zdKoeNw3p4;-2233.0
3QFP0HqHjENPRrisl0Ggog;4963.0
26ZWHrtG1DGOiLBvWFiq1T;-8514.0
0KcDvmsW1Fdx5mEf15HqAs;4928.0
0f6C$ojS14N9_gBC1E0MNO;3009.0
2Qh62OV2rAaPswjoR449Og;-6045.0
0tgqvMVOv8pwRp5fQLGqTC;2846.0
37bNhPapX8iv0lA$yEr8iG;2693.0
2QbojX$zj7CAyE55lGv8CN;4963.0
3BeoiAkBr7LuUYIfbI4DHI;2433.0
1$dwC8nKr1ORATCYTedz1W;4066.0
1J8ikKw41EgOYRGZrLjsxd;-9030.0
3JqiMRViXCCAustW0zUE$0;4073.0
1AdpVoCmT0d8IhzR0BV2Qk;-3395.0
1YjLC$vMf0QxA2gJXJIfH_;2492.0
3UJ7YjCu9ENvpiYQXbISPQ;-6910.0
0NKzrxkV94dxXvc9mF90_Z;4073.0
0gZdpq7djEdRZEepLnfxlL;-3315.0
3lbQKjixjEYeNQbc88z6V9;-2791.0
2tU_1MqnXDUu6u$bRRxVNs;-11270.0
0YDB2S2Fn3muRNYTgU51uz;2347.0
2dEZDbbr9A49$lWQcAmKAO;2611.0
1_sVhD2cn5BxXlHqj0MkAq;2434.0
2hRShvb7X9BBQOILk$OexY;2620.0
38AEMYpJb0t8D02o1XW6ZA;-2810.0
3P9IrfV5r9UxfJHIiMIhL6;-9030.0
3dTT0sYib4s8kfs48eRJ9F;2608.0
3o2hyUwtnA_xLbw30nkL0A;-11260.0
16dtwDCgD7Aeamn3EEeX8r;-3221.0
0gjpxPonLF3hd02fbQ1cO6;3020.0
15kUdhi$92O9TjFvAOwqqw;-4360.0
0zbjmIzoHCB9fVy23yT$rT;-2664.0
1Y2I7e7azFvAT2JUk1GH1I;-3012.0
1tQQ4r2Yf8xAqhN$x8zBno;-2630.0
3XA9TvKv18FBq3X_jDnqCb;-3130.0
3iBdmhc5TATQOgrzjSQwB9;-2820.0
3r3Qzzphj2Iv2pEdIpH$aH;2821.0
2voX1SpCjDuOnXaS3lErNE;-7865.0
0ZFSWVV2fFQQG1Zq5UFOSM;2611.0
3dnL8wJeD0$PHFolsuuVRZ;3917.0
3kC$FmIBvCjgjIwWwBa5OW;3305.0
2JRbsd1YP9peyDAvs9K7WH;-2222.0
0qpy3rVInF7x3JP4AHNa2i;3286.0
33TihNjuLBi9GO9sncxTd0;3822.0
0HH0GgNhT3bQ4NZ3UygdYc;-3200.0
1beYZCjjD8QuFhZ35gtB3I;3521.0
3ybWG7dgLB1fuEzUjjlsbr;2234.0
3hHjShEK92oQ$Ov$xVSPpG;3908.0
2nkJSx0Qb0jBdOGPobbDqj;3492.0
1t$kJeOdD3U99GnfaDRGsV;3192.0
1k7Wk0Suf5wPJ7KdNXZp3_;4195.0
1riDAT9QD7GwzxKZpRKsW5;4205.0
0jJtWhGr10MeDwlsXt_flz;3530.0
2eJK1YaPr67eIoNoCfjHd0;3197.0
0Hg1YLDDf5APNSnf4gPRpU;2791.0
0CCLOcSBbERBaucVGJkO3P;3197.0
15TVxqQVH8PfkIhHQ$A8WJ;-2676.0
2v0HGktnT1ae8P7iPd3Pob;4017.0
0rGIOX$Xf2Z8lCTGx97R$L;-10350.0
15Dae_HX54IRqso9NlW$wg;3205.0
05PFzgf_n32gtIoNb4zkUm;-3200.0
17VGqUUCbDShvNxSzMrldg;-3130.0
2tcQDOCtD1$ephHUot_9zX;-2795.0
0hIq79hgD87OBOVfvAnCXJ;-2408.0
2lZDKlMhnBIO0IF_TgdpX8;-11295.0
2c6pkOsJT56x73warMRheb;-3070.0
3bbcfW_CX0sg2S1xeZDyVv;-3020.0
1XSEOElyj2lAuV7pL2$7aC;2813.0
05Tx1XdcbAw98vTHmKASdY;-2730.0
1dK3DPVNT9GxNqBuaBe6kW;3470.0
0u3pVlbk5CSBnhTgCTGCNO;3388.0
1yhduytqj7d8C$qgcP93sw;3388.0
0dp3V7iBf5LwExIWOKVYj7;3388.0
3tsDM5V$v2XQVCtuJNAPMz;-3034.0
1LrBb3Ugn6Iv$lMwjfDCOi;-4936.0
1aTWU_ur155fYfj0JqKKmN;2492.0
0q96q_0tL5ne194x9D3wKz;2734.0
0R1h49JEn49QgrqQ_1EzOo;2579.0
2bzGK7lfr0AfDqIlrWm2j5;2564.0
2dIAmFcgH0B9F1EKVULlc3;2492.0
3hj_1Sx85FJwmeG0E1BdgO;-4355.0
3N5N_jxuz8RxLR5Zf4cYqw;-2634.0
3HF_hK_w56OPfi3HAxsuGm;-4370.0
1ia14FJY5FbeahYsLzeIT_;-3130.0
3EsmCF2PvDbeXL2HVl4o07;-9030.0
3RqjKA4iz6MODGZ5$_LA4O;-4961.0
0$ndAdcqXASBjVlb_2sIF7;-10350.0
3VT4a3mBH9LRntpk5VJCAn;-10350.0
2NRL9MEML3VRJGwHmhn8Gr;-3035.0
0S6b92ufT5KfIwChmZkLGT;-5365.0
39dkM2LIz0LB8339weKDE$;-4936.0
3I8mdxhUr59BTpZfsUjLYW;3221.0
1ag4N0_kH8gQ9qMA8pmRpr;-2634.0
2A$DmPCt54xOV39fMSjsgq;-9005.0
2EP163VJ1EKRMKlAJjlbBz;-6955.0
3U_RyqeBn7PB7GEGEPRafd;-3585.0
1WSsa$62b0JO_8z9dEF2aM;-5935.0
1l$4U6frzF8Re0vkCrpnoN;-2993.0
0znxj1$U53VRvxCqYH6_co;-5906.0
1QazKsn6v9xQuiSCPnF6RD;-3400.0
22byew$bXAbfHhbE$_NBpY;-2590.0
1MaGdKVhvDx8rOGG8VJw1k;-9030.0
24Cb6hO5zFj8Awe047bxNQ;-10525.0
1EKR0uWxHAw9q_o_PVruNL;2528.0
3o$_NNxsbEJw$xj8Me3rH$;3414.0
3La6UsA1H4RwaWYGtVYQDP;-10350.0
2QgdZpFg92X96Av76RwJHU;-3150.0
1w3hkZLUP82vRyezmk$FHN;2707.0
3PLGNKiDH839yIF2$Oi9Ap;-3380.0
3teXUCeXr2DhdE2BqXGgyq;-3034.0
0NWAKnp693uR0vgqSRmAx2;-7865.0
0garrvrQHDRh6XacFG4o4f;-3395.0
0RBBP4geH24fUNuB0hR7sX;-10350.0
1msZyMniX3CORiJbNgnF64;-3395.0
3wCYJWYNf8rvYYWzgbh3q6;-3030.0
0vUpBja5v4HRKJO_XnIDp0;-3007.0
2idGA3QUT7WPldgf6H5Tsc;-10510.0
3luYEo6G55t9NpehHzujNZ;-11370.0
1Ikngq8nj7LA3kH3hhF4Pj;-4360.0
05lZPA8wL7fQrVVH2GdgRY;3445.0
0JWLl0l6X4XvSSDMUHkOYc;3205.0
1nnADj5fjDDuwMH3Py6sBY;-4360.0
2j4dX3ZK58bx3NowI8eyo0;-6950.0
3AIPx8g6X13QLT3PP4nCsE;-2772.0
27KsZlZ6DAHuSFcLwwHpK7;-2733.0
294WFYu45FlQOdNoSpze6O;-2676.0
2RyGzYuAv81fwoTUmmWi_N;-5605.0
31XVU293zEu8x8JU$kqmtt;-5750.0
0DwtoYkKT1r9B3uACZywRo;-9174.0
0XsHHMMcPFBxqMaiLrmF2B;-6545.0
01Y$JL8eH8AwgNZsXUfVK7;-9030.0
1VK9a1GmL29QCvr$2E5T$O;-4284.0
3X4GDDM2HCcePDAAL2b4qJ;-2862.0
3swtIscHn4hBL8$i6mLRH1;-8750.0
2iC90y19vFBe$SqD2djq1e;-11255.0
3tWynUn4nEzBlT9YdOYJNm;-9030.0
3TWkG9z3f4Jv05rupAayI$;-8950.0
2j0XY9pEX2dfx5CBZUeZZ$;-2795.0
2S4FSbNoX05PAlurFNDWJ_;-8950.0
1kW8OeKxD9m8IE3nIxQWTH;-2795.0
3_Ql7LAb91IOxdeVnFzRk7;2158.0
0QtQ2Ozoz90uVIsuXfDJ$T;3020.0
0ULj2iXbv2CRVUld8KseXB;-4507.0
1dr9bWyxn5Ag0VUNhIp3i2;-9005.0
011oFX7oLDU9aSWP1WSIIU;-9165.0
1tDKKYu$bEKgU94vTxq9Xd;-6925.0
17NwSKYPPCpvcO09_Hdiem;-5565.0
2pHIIuyt57cORKRkENOLis;-3395.0
0Sdbxx9CTDre$WYxabFyT$;-11270.0
2HXjnB5UjDU96KiDyZb9Es;-10350.0
0FBVERG8DA1Rf3ksnkH1DR;-3395.0
3Z75JHvLvDYPvA1vIUe_Zt;2795.0
20qqRRoKv1HwaVvIkldj4_;-2276.0
24ke9ef793KPF_zwj1rOVh;-4615.0
3GfbRzmsL5RuNNAHAOGEKG;-3868.0
0FTsZJrlD7vuzyspf8grcL;-3245.0
3i8egQ8CL5ShmlnWq4mpHe;-4089.0
3SNQw4DoT9xAhQVdLdGua1;-4089.0
0nGhCy6FPE2Qi9zYa8mfDo;-4090.0
3CZrv8Rf911g9KiP5i9BKd;-4090.0
0p$ceT0Hv0QRE4hbE$5c_p;-4536.0
0CzuMUswj16BDpRSqBjgbY;-10350.0
3egQDlIKfDuQ7FMM_JmF69;-8255.0
3muc23UN59XxglsY_jq0zI;-11370.0
0tZVSxeIn7VBjMaLUifeX1;-2288.0
2PyYmMPXr7VAxvLwLbrJGJ;-4033.0
01ASJaoXjByfX4RRcAfjky;-4355.0
3tgLEP8pLCZe2t7_V9Bvzn;2620.0
09LbriPiD91wCneSln99O3;-11370.0
25ijhS99zCDRAeaWt9eLy_;-3410.0
3s17D0QyP1GeObd27FKBOM;-2225.0
3YVd04ghz8O94WSA5AMDxy;-6760.0
0HIKjhwQj3t8hOGYsLF_Z8;2806.0
33BymsMxn4RR5TuAjyjJKX;-2857.0
3hEKL86erBt9mhztlERnl6;5060.0
2rI82NIS5BRBrXILcTtTqF;-10350.0
3bKgy5bs51u8ethaaAtxMR;3021.0
3Cz1QCPXz57uCTmAk5QN2O;-9030.0
1Ga3QY0HX7Vf6i0mM5l7KE;-2533.0
2L99KXsjX87hDUFWYtz_Vp;-2634.0
1Z86T8ZBnCphDUB$EafuJQ;-11270.0
3zgOWwS8D2p8BSVnb9rDyP;-7875.0
1aS55kxZX5CAPoMUtIPn2F;-11370.0
25TFBkTXT5wOAkNrA0zq6R;-2676.0
3Ju6XC5Dv34AetL$RPGne0;-11260.0
0UJUpTMpvFoxuyh1kI_QDV;-6925.0
2eJcCBQdPELg6cztBO2uQQ;-6911.0
2fiMI4Rfv4VeWfJrqfM68o;4318.0
2Be08Zvg52Og6$VxleuA71;-3150.0
0WjLl4lxnD2xxHXa05OzTZ;-11260.0
1VQAyDSGn4uBuglHOS6OW$;-6915.0
1eaHSDkL5B6wiTnfFjtyNm;-6915.0
1wCDYEqjzFBv9efABT1VuL;-3130.0
2ZggdJ59P8IwT2cdyhTcZv;-8990.0
1obDTX_krCTOcZnGLSOvsn;-3400.0
1oVAlWBur5PA9NyHmymPEf;-3150.0
0$U1R1mGH9vxOyREJDN9TZ;-6910.0
2SnUvj0kv8cwRckfd78P6g;-3130.0
0mzMU1vnzDFfRdsOtVx3nc;-3130.0
3ORIDGdaz129FegszbXxDw;-9000.0
2g2mapcn11zfgkLdZ4$TU8;3007.0
0J4wePg3D65fCHB0nu_mkq;-2210.0
3KbstM0G10PwaMxCculqy6;-8494.0
0$$I4XBwHAJQpEIO1Yj33y;2821.0
3aaPWmzCz5DBgN0qKfWFzW;-3009.0
1qdIhK7$f2ZfePu3DEZKG8;-7925.0
0JHZBnn550zgl4tAVrgjOm;-2754.0
0IihTAox5DDgVWZCR1DFDd;-2834.0
2TO4qdtkv8HQwueKPCMDYx;-3037.0
0JvWL3ZOz7fR$P4Fi$rrOQ;3021.0
3YroeYYGr07eAByeIuLORf;-6520.0
3SsWOO4sn87w7qqBzwkeqy;3019.0
06XBAaJ_5CLOzwf$5NLgL9;-8255.0
08eiibr7X21exFuNBS02Ir;3034.0
2zCzUsqJL0n8Y_ECinjQzu;-3010.0
1HwENRAQzAMO864VkrcYh5;-8494.0
3yQSoUDZz6uuLOrLhFB_Gd;-2821.0
2H_e8S1aH9sxgNF6oJc4Q9;-4507.0
1LQ2YL1wD5qwlZadc5rH54;-4507.0
3NYNfsi8rCZP3eCBFWco6A;2821.0
2vRTkyjuT5KOFtM55r2pMt;-4370.0
3hqieb3FrFdRFha2IfK8SE;-4953.0
3zm23DBQH4RfoMPBeyBhp_;-5178.0
1X7BholgP3hR7FlZs3aWqW;-5584.0
1Lj2ME8Bf9j8aU8h$QIg$T;-2233.0
3_A2ADMfP5uw$GIDgjyU_A;-5178.0
1kZd92BgH8J8uwNhydPavi;-4936.0
2A5mu4K3P6pvWXpE3dWeIA;-10505.0
0tyMOsiqv1ag9wYHjU0LyS;2805.0
1UEOAePdP8BfXel$BdSd59;-2293.0
04nkF6fzb3RhDHp$yZcZRk;2820.0
2PWTOjn5P3cfFAdS_P1pan;-3859.0
2bmb2x2hD6rB98$iVIxRaA;2793.0
0K$zMT9TP1sffGmleiBjWf;-2793.0
1O_RcxyIrCLRKS79D2mqn5;-3021.0
1s$nhWIfj0aA4KIDhuzedh;-3021.0
1QakMYeMz0I8gZYVXzfic5;3021.0
1k_IJLmRj1TOkekw44rzMT;-10505.0
3jYVaJjZ938OYfZXQi3vUL;-2425.0
0UfiQv7hXAjP4PEzRGtykM;-2857.0
1xpPwalLHDMuMdl2NbfBKF;2620.0
3LlkzRDU1DKAYqVQsH0RE7;-8494.0
0lb8Nv771A5wwbzI92KteO;-2233.0
0qW0ksjOTDJwSESlNZNcmc;-10350.0
2ccjRqWhXFUQ0lwE55sfl7;-10350.0
1Xg9Zq3Kz1$RjDdz_yvnoB;-10505.0
22M4ZPOxrBpPHPg$VbA6tW;-2225.0
0AilweOK14qu$BdiePuwuE;2834.0
3pahifk6PA39YdP__txUeb;-10505.0
2NZUhVdab1aPPLOXtu8MAv;-10505.0
2Y1iPcns1C7Pxqb$WybRZ3;-10350.0
2_bBp8nzPBMPyFqut_ZG7$;-3380.0
263qobPGz8ax3VMW4HACVS;-3500.0
1Z3eStTdDAqfvsE36zgDjC;-3517.0
2jjZhCQ5zB78XAwDkNnFqJ;-3245.0
0T5VKdmvH2c91bxJUNWqXd;-3315.0
0uF37nWOnDDwWMKBBNMVEm;-3797.0
3uLxmQOIn9XhIFa0gvle0I;-3797.0
2l49HCmffDCgCDpjaskaAk;-3867.0
3gQKt3T$r6Zw_fvJV7ryMH;-3789.0
1mTwJbLrv2VQyL$_s7MVJB;-3797.0
3brh8F8tn9MfdBTwH6JIcn;-3859.0
0sXFFOTo9FfuvZCZzbO8K_;-4519.0
07sPWOQ1fCsefFTv4D245u;-3451.0
1o5G$7h5L3LQht0Br4W3X5;-3451.0
1oborS3hD1ihZxPZqsDERP;-2287.0
1CGcMHpHz58fgfEw9I5fLq;-3021.0
3TTDoKIsHEyBIYZAfg8lgb;3021.0
0uM_7U91XEDua3WtRXQl5x;-2835.0
2yzNfDwPHDTRi5NGoQzSXb;-2629.0
1AusuJ_d56Tw4iRibeFjqp;-8494.0
2ubhRmhvb4ePk3LoCAvqid;-2434.0
27bkPnNx92QvGJHl8AVLNY;-2621.0
2nFaQFoaPFuxnb3Tcc9ogM;-2811.0
1TAyYeh4bCdxJu789CNFsI;2808.0
2dpeKNOhD8eBW2cg0U6DHq;2620.0
01FqVE3Ir1VuABhlpNYKvP;-2634.0
3BA$XjOZXD8eLq2vRnREhn;-3021.0
1F9pldd6T25wr_uxlfIJro;-8514.0
1lYTZ3KyP50hzvnk0D3_Xr;-8760.0
32njGsjTz5LQtLl9jzPUJm;-8545.0
0nxFABrKX5hwTWRYXZugg_;-2610.0
3zN5R1zKf3fv4sbKvcp9CX;-10350.0
1f34HTjQT2PheoAkt3$808;-10455.0
2IHupJKkjDXBcPo6i28DKS;-2242.0
2nP5IFLw9DfhoBJQZXhXlQ;-6185.0
3bhrGK6OrFEfIasysbzidb;-3221.0
3X73pLGKH2BeIlsqgs9NSI;3221.0
1rgE9Utm9Dk9bqgbKvPgQN;-3114.0
2PbSJgf2P0hercXWmtbiGe;3114.0
22urEIR7vF78VvgOrUQdVQ;-2935.0
2L3PpOXRn1BgUqrdBB7kgx;-11370.0
0ULuiDiQD4GfTkUyyk9LrE;-2837.0
2o5fAQllz0p9vemsakCRmm;-2862.0
2NgT2ds0vETvgySyHSXldr;-2837.0
29iBAKA9X9uxsPqd6dkvUw;-2935.0
3trJTg22b9QejLjEGXdF5v;-3200.0
2BYMGHyar0_xB4a_tfOYwE;-6955.0
2HPyi5e2n5vP5ZUeVYuL7w;-6955.0
0xIpkwBlXFvhdPcAJfxl22;-6167.0
1z7vXJD4LBFwlAKR7S40NI;3618.0
0fUFbbHf940huE3O3LAUUP;-2821.0
3pROoBCbH6aP_3KWS7n78S;-3221.0
1ByAuQcnD3XPN6coXKzNj8;3221.0
1n_M7hMnDD0xxd$V$hI2q_;-3602.0
3yIaDdkwf4ExU3agsmzx1V;-11370.0
32BNpBIYT56BVwpiLaUfPk;-11370.0
1xqTkj1tLDLBDJcLuAf2f5;-2733.0
2F0fppDU18k9A7szPTM_AY;-10350.0
27nF2Y2NX9_xoCTaFVECyB;-2733.0
307QHoSgnByvTptnt2$pQ7;2158.0
2dFPnD4M91iRxoGvJirFC5;-8514.0
16cjlCD5163hPGTP2diNbd;-8400.0
0zvcndJh15zB7K1I1NYHvX;2809.0
2tuko5tTT3A97Hbcm5ZCBr;-7880.0
11TSbKtdb1D9uv5QXvZIPs;2622.0
0TkI361nr0kRKafBFMJ7WQ;-6551.0
10vWVxjUHEAx52TFc7_IaN;-11520.0
2RzNnRubr5gQ5uEplT5omY;-10350.0
2cmIAdjhD2FR5gaJKw4OiI;-6950.0
1Q0uXviQv4SxoX_jkMmIbg;-6950.0
1l$xS4N9L3oQ4hL6zH3oPf;-6020.0
2aQt9uGo99Yx2$eVIX$3A_;-6045.0
36X$uS7NzA1PyeCufGbHTI;2993.0
27bkdbWJv72fOhQ_BEGMKw;-4360.0
1d6RjtcjfEBAvdXHwlsNsd;2834.0
0tTxG0cvLBS8KzGr9uZgqp;-10510.0
2PK7LFGrj8ZgI$O_9l$C1L;2764.0
3c9xtg_KXDbwEcKIVQUA$V;2821.0
2wKqxWhoD9uwMU4Hfw96R0;-2821.0
0uoPA0n1X38AHFf$V$HWFt;-2764.0
0uKvIj_kH5hwna6fMTNJ$G;-4350.0
37ksW4_jL3WxpeORuPCcZe;-4945.0
3kjzvCRsf67eRvol_bv4j3;-4365.0
2MRWzmTs53av7kwf78CZO6;-4365.0
0evpXL9Yz3A9J21YUmzeBm;-4360.0
0YenyPyWP2DQ7URme$7QDW;-2821.0
3lyesAhLXBd81lnhAhUlcT;-3035.0
1zEP9rTFnFGgbTZ1MOtE14;2821.0
2rF2ppyDDA_vs3NXqhTUXz;-10530.0
1NduQMNe1Fi8UzVc1r8jsA;-10500.0
26_CU3YGj4$OgihjyVcx6a;-2834.0
2fNuMWj1n7Zg59f$OrTYQb;2820.0
2sfdKexGf0dQ5rgzbZya98;-2634.0
1kLm0WT5z2PBPOSvh$A5BB;-10525.0
2tqJTpls59Wf2Q9QaTiuE1;-3070.0
31eDXMbWj4ewE7nghiKkqR;-5906.0
2Y9y9D6sL07R1kHVv_Pb6c;-2634.0
04xwpDDFD9Xu8POvaBQ4u5;2620.0
2qKJWl$SvAdhy8sCPVGcgY;-2811.0
3Wr2b1x4LBcOz74f6tM9zN;2620.0
0KjFuFmQ11IBp23OaXx8uw;2620.0
0scm5Qc5n7UBeHslZFR0_Z;2820.0
2Pz21TbPTEsunUnabUm4nv;-2807.0
1NEMIPzpz0_Rxg3Wk27uXy;2411.0
0zRSEOlMv0UhkOW70rgYSh;-2634.0
1zEFPUQJ19iglJBNICUGEX;-2608.0
1f9uxf6Fr2CuxTvTy5J_Jw;-2608.0
1AX1_G3tf60BKa0rXx$lSP;-10505.0
0paHPGa5nCXerMyGCnqtMO;-4360.0
0fbMFG0gT2yuzi6JrZ$VIE;-4360.0
23ZB3taTDEuRlyJBQ1elnB;-10500.0
18l9P3A2j8Yx7yHKBcxiZz;-4928.0
3Je43pIYH80vhrbeMjmp8q;-4350.0
3KskVlGxnFy9aeKwO_wpeX;-10510.0
3QwTwpKuP9_eVUa_ZL$WEu;-4360.0
3GiAaR9gbBgeaXd0OGC6$k;-10350.0
37xDHXZDLEnfyJ_SJTbdqu;-4360.0
3j9VShYcL0FQuiNr5a_kTz;-8750.0
3CKfcfGPD6XPwZWNa_5YQM;-8494.0
3yJI_2n3v7sRpNsxrPqnJq;-3030.0
027Xlacr55OPsO45CmtGqf;-2282.0
05g1ugqPv6MQnHQzEF3M73;-7915.0
0iBPZO0KTBZvf0DB6mG_jm;-4284.0
1QU9lal4D4NP9U6WPCkool;-4284.0
3C8MgQyDjCR9mWdCa5e4bB;-4284.0
2$7HIm5Uf0XQBoQfdXfAbQ;-4284.0
2MWHubYhv338hgItNs71Yb;-4284.0
1m6laqGaD1SQiVMq1tuCY9;-2222.0
2cnIZJOi53svOsr84TkNf7;-5850.0
3Tv1BE3597uxJ67ib19mZm;4789.0
3n_y$19FfEeuFJ1ODq1$xN;4789.0
1YKxLMxaj1ighIx47oS4U2;4788.0
2Y_jzrGgPAuwCs5tuxPjlq;-11370.0
2qbudu9eb1OwrtUndE0M7Y;-11370.0
3emNj_niv7NxzKWQlsp6N9;-3200.0
3dZs3alvHFhPlJDy_Se1Tm;-3200.0
3AlQns0ez5ifaMninAyz_1;-3070.0
1NZHb21RD4zRFpd$Ffu8cQ;-3070.0
3TmhoW5jD9owAEFhZxElE2;-3070.0
320v5EJZbBtPLRh$$Mrkkc;-6516.0
1orL8b8fz249Eyt6nR3bJs;-2590.0
2xEyRheo5EZe3c43BTX4uh;-6950.0
3W2IGjG$n4cw4_Cn03KVK8;-3012.0
0StZ5$0MvFb9bCkxgRVwm9;-8514.0
2Okk2$ew98IRF3UiM9ZXpB;-2233.0
3WOXb5U1j73BZN7gXirzRb;-2233.0
2s4sx35tXFdwVSzUIesVEn;2233.0
0azKh3inj1I8MKpnYvQtuh;-2233.0
2$ucqkTEf8HP7m6bpOdn1p;-2266.0
28Io5cBV13LRgeuVF55qfl;-3221.0
277CERZOfF$vNechH9sPxt;-8494.0
0Ii0oax$9Dneq80QbBYeJo;-6950.0
2RhV$bpyXBkBr2Q$Eh0MmN;-6950.0
1MLr8_K6vCx8xlDQyScMxR;-8514.0
2DATUFmen8xgB9CLtY891K;-8514.0
0qTdcjU9HAyAPk7Z3_Ts01;-11475.0
23aB4iAhr7$hrX$9gtglVv;-11475.0
3zk87K7nbFBhf2Y52Gm$cr;-11475.0
2C94Osdof0IPWCx_4VIlIN;-5605.0
1p_H5z3tv9tO_Bmp9$d479;-3000.0
11akUWdtL1o9kG5m4pm8Cs;-3000.0
1m8rC0MA5369UVCHlHyA5r;-2425.0
08mevecSz4_8dtol5ut4aM;-3000.0
2ruxNYb9X3Q8zfCmbzimLT;-3000.0
09Zf3XNIz3ee2Yf$P3xRCR;-5906.0
2kD1tFBl576xKOD87o5yGe;-5906.0
1C_i2VLL96FungTpoF2w$M;-5906.0
3ZlNMU6BbCz9MrQeRisO2t;-5906.0
0zrFLPM$z3P9wt6N2JwSDF;-5906.0
0AtyaQLDD35Bd25PaduV6A;-5906.0
0lYBSSs611M9fkVxZ6uAs5;-5906.0
1b7LjpBhj6oe3EOG8w4QUa;-5906.0
1qa6K72AT19Q26sGM3VYhR;-5906.0
1Kbw4o4Kb2qh914XF9yU5N;-5906.0
27SXUgBEH4jehrS1JdGEoQ;-6520.0
3VM8hhA$9FKAjRN8EJ0EdO;-6520.0
1pHJLzRa552xje1jxOgYR9;-6545.0
1kna2INoT2$wE3BJxsIDAK;-6545.0
0lx3XR9AT9Uw_IWi7$PSub;-6950.0
316iim4sD8yBX9a9rlgCaf;-10455.0
2XWn1d8qn5Bxf0YJPrWxbA;3221.0
3DmGFuDeT6$e73vBhvIZuW;-3221.0
0bFbN3BIz9whbqx2BFvc0S;3221.0
32zX7dmrL5OxilZAWc4GGr;3221.0
0qbxte4aPFHgSWcXdBlg2a;-2733.0
3u9lBcJd10$Pn2cef5W3xN;-3221.0
0BMdV7Jqn8VAykaV8NmV6B;-2733.0
26u2hIAsT4JhumqJDLrTkX;-9455.0
12g4R1F5vC1ubQpqGhBmq5;-9455.0
0mv43Gc6j8mvjS$nQo2xfO;-9174.0
1GqsNB6ebEHe909RBgZLrV;-8980.0
2BXpJ$e4r9FuNTwdBn$x5T;-8980.0
354nGFOlr29f$k6DY8FcTC;-9165.0
3bA6zZQBv5GA$28dI5Kpu$;-2981.0
2fgMcELZj8DxVS5duAfEiz;3006.0
1PAP6Y0R10zR4bjaHVn$fb;-3009.0
2qnXbtfcT9CRQy_XjhuKLo;3021.0
301NEmWkX5Gwn47_AGoFMs;3006.0
1d0g_8PWL4R8Ssy8mgDwSb;-3009.0
2pJ$1DcTL3Jff82R8Z0Sny;3021.0
1sZx_gMxjAdg5iX1bW2PpB;3006.0
1JLmf7b250YRMMlCTP6LiX;-9030.0
3NeiIBsxbDPQTN4i3k7jP1;-9760.0
1Kn4aGWrTDg9r3dH9Oowsf;-9760.0
2iiKmQpuD1lPvm0mt9YfFR;-9165.0
2VH4b$WV58rgyX8xVaeaHU;2258.0
3Vcz2Ffm1DOAoZbZPXYWCp;2260.0
2HhALPzTPAe9WB22hL2nRk;2260.0
3NNn$T_YnCr8q9pKWkSo7l;2270.0
3hcXulYTn2TB6p_xiNkpEw;-9030.0
2rRlnx0Wf81hzjHORF6U48;-9000.0
1YRMJM1EnDuhmiGkQgQ3DC;-9000.0
3vNQ$Vb_fCLO7MlGth$l08;-9165.0
3aoSAV_xr0Bgq9gNMHSO69;-8990.0
3mCZYKz4j0P9toFjcUgp5f;-9165.0
